HOG	OG	Gene Tree Parent Clade	Aar	Ath	Chi	Cru	Tar
N0.HOG0004429	OG0002727	n4	Aa31LG2G820	AT1G63500.1	CARHR047870.1	Carub.0002s0136.1.p	gene-TAV2_LOCUS7110
N0.HOG0004430	OG0002728	n1	Aa31LG2G970	AT1G63800.1	CARHR047400.1	Carub.0002s0105.1.p	
N0.HOG0004431	OG0002728	n4	Aa31LG9G590	AT5G41340.1	CARHR212980.1	Carub.0007s3414.1.p	gene-TAV2_LOCUS23417
N0.HOG0004432	OG0002729	n0	Aa31LG2G1090	AT1G64000.1, AT5G41570.1	CARHR046980.1, CARHR287620.1	Carub.0002s0084.1.p, Carub.0007s3390.1.p	gene-TAV2_LOCUS5858, gene-TAV2_LOCUS25443
N0.HOG0004433	OG0002730	n1	Aa31LG9G420	AT5G41670.1	CARHR212890.1		gene-TAV2_LOCUS22769
N0.HOG0004434	OG0002730	n4	Aa31LG2G1230	AT1G64190.1	CARHR046750.1	Carub.0002s0061.1.p	gene-TAV2_LOCUS5065
N0.HOG0004435	OG0002731	n0	Aa31LG2G1290	AT5G41730.2, AT1G64300.2	CARHR272940.1, CARHR046660.1	Carub.0007s3373.1.p, Carub.0002s0051.1.p	gene-TAV2_LOCUS25594, gene-TAV2_LOCUS6351
N0.HOG0004436	OG0002732	n0	Aa31LG2G1300	AT5G41720.1	CARHR272950.1, CARHR290110.1	Carub.0007s3375.1.p, Carub.0007s3374.1.p, Carub.0007s3376.1.p, Carub.0002s0053.1.p	gene-TAV2_LOCUS23391
N0.HOG0004437	OG0002733	n0	Aa31LG2G1710	AT5G41900.1, AT1G64670.2	CARHR212660.1, CARHR046240.1	Carub.0007s3346.1.p, Carub.0002s0006.1.p	gene-TAV2_LOCUS22732, gene-TAV2_LOCUS7211
N0.HOG0004438	OG0002734	n0	Aa31LG2G2190	AT1G64990.2, AT4G27630.3	CARHR056390.1, CARHR057320.1, CARHR235330.1	Carub.0002s1015.1.p, Carub.0007s1322.1.p	gene-TAV2_LOCUS25933
N0.HOG0004439	OG0002735	n1	Aa31LG8G3240	AT3G16090.1	CARHR091250.1	Carub.0003s1582.1.p	
N0.HOG0004440	OG0002735	n4	Aa31LG2G2240	AT1G65040.2	CARHR056530.1	Carub.0002s1027.1.p	gene-TAV2_LOCUS15887
N0.HOG0004441	OG0002736	n0	Aa31LG2G2350	AT5G36230.2, AT1G65220.1	CARHR216500.1, CARHR056830.1	Carub.0007s3190.1.p, Carub.0002s1075.1.p	gene-TAV2_LOCUS25536, gene-TAV2_LOCUS15379
N0.HOG0004442	OG0002737	n1	Aa31LG2G2370	AT1G65240.1	CARHR056850.1	Carub.0002s1077.1.p	
N0.HOG0004443	OG0002737	n4	Aa31LG9G17840	AT5G36260.1	CARHR216480.1	Carub.0007s3192.1.p	gene-TAV2_LOCUS25977
N0.HOG0004444	OG0002738	n1	Aa31LG2G2870	AT1G66160.1	CARHR292310.1	Carub.0002s1215.1.p	
N0.HOG0004445	OG0002738	n4	Aa31LG9G17560	AT5G37490.1	CARHR215440.1	Carub.0007s3266.1.p	gene-TAV2_LOCUS23890
N0.HOG0004446	OG0002739	n1	Aa31LG2G2890	AT1G66180.1	CARHR292270.1	Carub.0002s1217.1.p	
N0.HOG0004447	OG0002739	n4	Aa31LG9G17510	AT5G37540.1	CARHR215360.1	Carub.0007s3271.1.p	gene-TAV2_LOCUS24270
N0.HOG0004448	OG0002740	n1	Aa31LG5G12740	AT3G02210.1	CARHR076180.1	Carub.0003s0133.1.p	
N0.HOG0004449	OG0002740	n4	Aa31LG2G3820	AT3G29810.1	CARHR153200.1	Carub.0005s0835.1.p	gene-TAV2_LOCUS5908
N0.HOG0004450	OG0002741	n1	Aa31LG9G16560	AT5G39430.1	CARHR262920.1		gene-TAV2_LOCUS23345
N0.HOG0004451	OG0002741	n4	Aa31LG2G4050	AT3G29180.1	CARHR152340.1	Carub.0005s0791.1.p	gene-TAV2_LOCUS6369
N0.HOG0004452	OG0002742	n1	Aa31LG2G4280	AT3G28920.1	CARHR151960.1	Carub.0005s0748.1.p	
N0.HOG0004453	OG0002742	n4	Aa31LG9G16390	AT5G39760.1	CARHR262460.1	Carub.0007s3599.1.p	gene-TAV2_LOCUS25988
N0.HOG0004454	OG0002743	n1	Aa31LG9G16320	AT5G39860.1	CARHR262370.1	Carub.0007s3587.1.p	
N0.HOG0004455	OG0002743	n4	Aa31LG2G4360	AT3G28857.1	CARHR151860.1	Carub.0005s0740.1.p	gene-TAV2_LOCUS5586
N0.HOG0004456	OG0002744	n1	Aa31LG2G4500			Carub.0005s0725.1.p	
N0.HOG0004457	OG0002744	n2	Aa31LG9G1760	AT3G28715.1, AT3G28710.1	CARHR151640.1	Carub.0005s0724.1.p	gene-TAV2_LOCUS8047, gene-TAV2_LOCUS8051
N0.HOG0004458	OG0002745	n0	Aa31LG2G4810	AT5G40310.2, AT3G27970.1	CARHR261790.1, CARHR149630.1	Carub.0007s3533.1.p, Carub.0005s0653.1.p	gene-TAV2_LOCUS23590, gene-TAV2_LOCUS8092
N0.HOG0004459	OG0002746	n0	Aa31LG2G4910	AT5G40350.1, AT3G27810.1	CARHR261740.1, CARHR149240.1	Carub.0007s3527.1.p, Carub.0005s0633.1.p	gene-TAV2_LOCUS24075, gene-TAV2_LOCUS7149
N0.HOG0004460	OG0002747	n0	Aa31LG2G6640	AT3G25670.1, AT1G13230.1	CARHR288530.1, CARHR013610.1	Carub.0005s0349.1.p, Carub.0001s1296.1.p	gene-TAV2_LOCUS7402, gene-TAV2_LOCUS2146
N0.HOG0004461	OG0002748	n0	Aa31LG2G6880	AT2G04020.2, AT2G03980.2	CARHR146380.1, CARHR146310.1	Carub.0005s0316.1.p, Carub.0005s0315.1.p	gene-TAV2_LOCUS6698, gene-TAV2_LOCUS5306
N0.HOG0004462	OG0002749	n0	Aa31LG2G6940, Aa31sc50G100	AT2G03760.1	CARHR146510.1, CARHR038810.1, CARHR146170.1	Carub.0005s0291.1.p, Carub.0005s0290.1.p	gene-TAV2_LOCUS5071
N0.HOG0004463	OG0002750	n0	Aa31LG2G7120	AT1G13860.1, AT2G03480.1	CARHR014230.1, CARHR145830.1	Carub.0001s1356.1.p, Carub.0005s0244.1.p	gene-TAV2_LOCUS4014, gene-TAV2_LOCUS6244
N0.HOG0004464	OG0002751	n0	Aa31LG2G7520	AT1G14410.1, AT2G02740.1	CARHR014850.1, CARHR145170.1	Carub.0001s1411.1.p, Carub.0005s0165.1.p	gene-TAV2_LOCUS940, gene-TAV2_LOCUS7370
N0.HOG0004465	OG0002752	n0	Aa31LG2G8060	AT1G14720.1, AT2G01850.1	CARHR015250.1, CARHR144410.1	Carub.0001s1450.1.p, Carub.0005s0081.1.p	gene-TAV2_LOCUS3063, gene-TAV2_LOCUS8137
N0.HOG0004466	OG0002753	n0	Aa31LG2G8450	AT1G14970.1, AT2G01480.1	CARHR015490.1, CARHR144000.1	Carub.0001s1474.1.p, Carub.0005s0044.1.p	gene-TAV2_LOCUS1997, gene-TAV2_LOCUS5897
N0.HOG0004467	OG0002754	n0	Aa31LG2G8650	AT1G15030.1, AT2G01260.1	CARHR015570.1, CARHR143790.1	Carub.0001s1480.1.p, Carub.0005s0024.1.p	gene-TAV2_LOCUS3679, gene-TAV2_LOCUS8519
N0.HOG0004468	OG0002755	n0	Aa31LG2G8670	AT2G01220.2, AT3G27610.1	CARHR143760.1, CARHR148990.1	Carub.0005s0021.1.p, Carub.0005s0593.1.p, Carub.0005s0605.1.p	gene-TAV2_LOCUS6732
N0.HOG0004469	OG0002756	n0	Aa31LG2G8770	AT1G15180.1, AT1G15170.1, AT1G15160.1, AT1G15150.1	CARHR015690.1	Carub.0001s1493.1.p, Carub.0001s1492.1.p	gene-TAV2_LOCUS1085
N0.HOG0004470	OG0002757	n0	Aa31LG2G9100	AT4G00390.1, AT1G61730.1	CARHR216020.1, CARHR050610.1	Carub.0003s3551.1.p, Carub.0003s3527.1.p, Carub.0002s0334.1.p	gene-TAV2_LOCUS7701
N0.HOG0004471	OG0002758	n0	Aa31LG2G9120	AT1G11475.1, AT1G61700.1	CARHR011740.1, CARHR255430.1	Carub.0005s0891.1.p, Carub.0001s1108.1.p, Carub.0002s0336.1.p	gene-TAV2_LOCUS6512
N0.HOG0004472	OG0002759	n0	Aa31LG2G9450	AT1G61150.1, AT4G09300.4, AT1G11110.1	CARHR051520.1, CARHR011300.1	Carub.0002s0401.1.p, Carub.0001s1067.1.p	gene-TAV2_LOCUS7428
N0.HOG0004473	OG0002760	n0	Aa31LG2G9480	AT1G61120.1	CARHR051590.1, CARHR051580.1, CARHR051570.1	Carub.0002s0407.1.p, Carub.0002s0406.1.p	gene-TAV2_LOCUS4734, gene-TAV2_LOCUS5871
N0.HOG0004474	OG0002761	n0	Aa31LG2G9840	AT1G60850.4, AT1G60620.1	CARHR051870.1, CARHR052350.1	Carub.0002s0447.1.p, Carub.0007s3207.1.p	gene-TAV2_LOCUS5976, gene-TAV2_LOCUS6224
N0.HOG0004475	OG0002762	n0	Aa31LG2G10130	AT1G70400.3, AT1G60170.1	CARHR223680.1, CARHR038070.1, CARHR292010.1	Carub.0003s0541.1.p, Carub.0002s0508.1.p	gene-TAV2_LOCUS5571
N0.HOG0004476	OG0002763	n0	Aa31LG2G10200	AT1G10540.1, AT1G60030.1	CARHR010700.1, CARHR052940.1	Carub.0001s0998.1.p, Carub.0002s0521.1.p	gene-TAV2_LOCUS1902, gene-TAV2_LOCUS6741
N0.HOG0004477	OG0002764	n0	Aa31LG2G10330	AT1G10450.3, AT1G59890.2	CARHR010590.1, CARHR053200.1	Carub.0001s0989.1.p, Carub.0002s0538.1.p	gene-TAV2_LOCUS430, gene-TAV2_LOCUS5157
N0.HOG0004478	OG0002765	n0	Aa31LG2G11010	AT1G58050.1, AT1G58060.1	CARHR054040.1	Carub.0002s0658.1.p, Carub.0002s0657.1.p	gene-TAV2_LOCUS715, gene-TAV2_LOCUS7816, gene-TAV2_LOCUS6629
N0.HOG0004479	OG0002766	n0	Aa31LG2G11030	AT1G57943.1, AT1G57980.1, AT1G57990.1	CARHR054250.1, CARHR054240.1	Carub.0002s0664.1.p, Carub.0002s0663.1.p	gene-TAV2_LOCUS7441
N0.HOG0004480	OG0002767	n0	Aa31LG2G11070	AT1G57830.1, AT1G60320.1, AT1G09665.1, AT5G44920.1	CARHR009640.1, CARHR145630.1, CARHR158180.1	Carub.0005s0240.1.p	
N0.HOG0004481	OG0002768	n0	Aa31LG2G11380	AT1G56580.1, AT1G09310.1	CARHR054960.1, CARHR009290.1	Carub.0002s0733.1.p, Carub.0001s0865.1.p	gene-TAV2_LOCUS7348, gene-TAV2_LOCUS1046
N0.HOG0004482	OG0002769	n0	Aa31LG2G12270	AT1G54520.1	CARHR055610.1	Carub.0002s0919.1.p, Carub.0002s0917.1.p, Carub.0002s0918.1.p, Carub.0002s0913.1.p	gene-TAV2_LOCUS7677, gene-TAV2_LOCUS6487
N0.HOG0004483	OG0002770	n0	Aa31LG2G13160	AT4G11000.1	CARHR223630.1, CARHR255620.1	Carub.0006s2975.1.p	gene-TAV2_LOCUS20155, gene-TAV2_LOCUS20147, gene-TAV2_LOCUS20149, gene-TAV2_LOCUS20151
N0.HOG0004484	OG0002771	n0	Aa31LG2G13390	AT2G35240.1, AT1G32580.1	CARHR129390.1, CARHR032020.1	Carub.0004s1694.1.p, Carub.0001s3097.1.p	gene-TAV2_LOCUS12661, gene-TAV2_LOCUS10444
N0.HOG0004485	OG0002772	n0	Aa31LG2G13490, Aa31LG9G15380	AT1G32470.1, AT2G35370.1	CARHR129530.1, CARHR031920.1	Carub.0001s3089.1.p, Carub.0004s1706.1.p	gene-TAV2_LOCUS13733
N0.HOG0004486	OG0002773	n0	Aa31LG2G13800	AT1G32210.1, AT2G35520.2	CARHR031580.1, CARHR129690.1	Carub.0001s3054.1.p, Carub.0004s1721.1.p	gene-TAV2_LOCUS3691, gene-TAV2_LOCUS14500
N0.HOG0004487	OG0002774	n1	Aa31LG9G15590		CARHR129730.1		gene-TAV2_LOCUS4146
N0.HOG0004488	OG0002774	n3	Aa31LG2G13950, Aa31LG2G14000	AT1G32050.1	CARHR031400.1	Carub.0001s3037.1.p	gene-TAV2_LOCUS612
N0.HOG0004489	OG0002775	n0	Aa31LG2G14300	AT5G62080.1, AT5G07230.1	CARHR275870.1, CARHR205910.1	Carub.0008s2276.1.p, Carub.0006s0617.1.p	gene-TAV2_LOCUS7861, gene-TAV2_LOCUS21148
N0.HOG0004490	OG0002776	n0	Aa31LG2G14580	AT2G35640.1, AT1G31310.1	CARHR129870.1, CARHR030770.1	Carub.0004s1736.1.p, Carub.0001s2974.1.p	gene-TAV2_LOCUS13798, gene-TAV2_LOCUS2875
N0.HOG0004491	OG0002777	n1	Aa31LG8G13960		CARHR106960.1	Carub.0003s3050.1.p, Carub.0003s3048.1.p	gene-TAV2_LOCUS11293
N0.HOG0004492	OG0002777	n5	Aa31LG2G15480	AT4G35000.1	CARHR243280.1		gene-TAV2_LOCUS25711
N0.HOG0004493	OG0002778	n1	Aa31LG8G13930	AT2G16700.1	CARHR106910.1	Carub.0003s3043.1.p	
N0.HOG0004494	OG0002778	n4	Aa31LG2G15510	AT4G34970.1	CARHR243250.1	Carub.0007s0534.1.p	gene-TAV2_LOCUS24370
N0.HOG0004495	OG0002779	n0	Aa31LG2G15560, Aa31LG2G15610	AT4G34930.1, AT4G34920.1	CARHR243200.1, CARHR243190.1	Carub.0007s0538.1.p	gene-TAV2_LOCUS24363, gene-TAV2_LOCUS24362
N0.HOG0004496	OG0002780	n1	Aa31LG8G13850	AT2G16570.1	CARHR106760.1	Carub.0003s3032.1.p	
N0.HOG0004497	OG0002780	n4	Aa31LG2G15780	AT4G34740.1	CARHR243040.1	Carub.0007s0555.1.p	gene-TAV2_LOCUS25344
N0.HOG0004498	OG0002781	n1	Aa31LG8G13590		CARHR106450.1	Carub.0003s2990.1.p	gene-TAV2_LOCUS11677
N0.HOG0004499	OG0002781	n4	Aa31LG2G16090	AT4G34450.1	CARHR242290.1	Carub.0007s0585.1.p	gene-TAV2_LOCUS22994
N0.HOG0004500	OG0002782	n0	Aa31LG2G16200	AT4G34320.1, AT4G34330.1	CARHR242460.1	Carub.0007s0604.1.p, Carub.0007s0603.1.p, Carub.0007s0602.1.p, Carub.0007s0601.1.p	gene-TAV2_LOCUS24729
N0.HOG0004501	OG0002783	n1	Aa31sc18G150				gene-TAV2_LOCUS21327
N0.HOG0004502	OG0002783	n2	Aa31LG2G17660, Aa31sc18G160, Aa31LG5G23270, Aa31LG2G16860	AT1G37113.1		Carub.0002s1007.1.p	gene-TAV2_LOCUS21319
N0.HOG0004503	OG0002784	n0	Aa31LG2G17530	AT4G32400.1	CARHR240320.1, CARHR115880.1	Carub.0007s0817.1.p, Carub.0004s0524.1.p	gene-TAV2_LOCUS22612, gene-TAV2_LOCUS8688, gene-TAV2_LOCUS12884
N0.HOG0004504	OG0002785	n0	Aa31LG2G17980, Aa31LG2G18000, Aa31LG2G18020, Aa31LG2G17970, Aa31LG2G17920, Aa31LG2G17900, Aa31LG2G17990, Aa31LG2G18010, Aa31LG2G17910				
N0.HOG0004505	OG0002786	n0	Aa31LG2G18500	AT2G25000.1, AT4G31800.1	CARHR116730.1, CARHR239710.1	Carub.0004s0456.1.p, Carub.0007s0876.1.p	gene-TAV2_LOCUS14836, gene-TAV2_LOCUS24193
N0.HOG0004506	OG0002787	n2	Aa31LG2G18600		CARHR239620.1	Carub.0007s0882.1.p	gene-TAV2_LOCUS24182
N0.HOG0004507	OG0002787	n5	Aa31sc359G30		CARHR294510.1	Carub.0004s0441.1.p	gene-TAV2_LOCUS12368
N0.HOG0004508	OG0002788	n0	Aa31LG2G18670, Aa31sc73G40, Aa31sc142G80, Aa31LG5G24100, Aa31sc42G80	AT4G31610.2	CARHR239490.1	Carub.0007s0896.1.p	gene-TAV2_LOCUS24210
N0.HOG0004509	OG0002789	n1	Aa31LG3G12990		CARHR270860.1		gene-TAV2_LOCUS20801
N0.HOG0004510	OG0002789	n3	Aa31LG2G18850	AT4G31480.3, AT4G31490.3	CARHR239370.1	Carub.0007s0907.1.p	gene-TAV2_LOCUS24211
N0.HOG0004511	OG0002790	n1	Aa31LG7G11370	AT2G24420.1	CARHR117640.1	Carub.0004s0377.1.p	
N0.HOG0004512	OG0002790	n4	Aa31LG2G19020	AT4G31340.1	CARHR239220.1	Carub.0007s0922.1.p	gene-TAV2_LOCUS23652
N0.HOG0004513	OG0002791	n0	Aa31LG2G19180, Aa31LG2G19200	AT4G31130.1	CARHR117730.1, CARHR239040.1	Carub.0007s0940.1.p	gene-TAV2_LOCUS11861, gene-TAV2_LOCUS12512, gene-TAV2_LOCUS25694
N0.HOG0004514	OG0002792	n0	Aa31LG2G19270	AT1G47578.1, AT4G31050.1	CARHR037210.1, CARHR238960.1	Carub.0001s3634.1.p, Carub.0007s0947.1.p	gene-TAV2_LOCUS2095, gene-TAV2_LOCUS25453
N0.HOG0004515	OG0002793	n1	Aa31LG7G12430	AT2G24320.2	CARHR117770.1	Carub.0004s0365.1.p	
N0.HOG0004516	OG0002793	n4	Aa31LG2G19290	AT4G31020.2	CARHR238940.1	Carub.0007s0949.1.p	gene-TAV2_LOCUS26092
N0.HOG0004517	OG0002794	n0	Aa31LG2G19300, Aa31LG7G12450	AT2G24290.1, AT4G30996.1	CARHR117810.1, CARHR238920.1	Carub.0004s0362.1.p, Carub.0007s0952.1.p	gene-TAV2_LOCUS25624
N0.HOG0004518	OG0002795	n0	Aa31LG2G19980	AT2G23960.1, AT4G30530.1	CARHR184650.1, CARHR238420.1	Carub.0007s3163.1.p, Carub.0007s1004.1.p	gene-TAV2_LOCUS12480, gene-TAV2_LOCUS24348
N0.HOG0004519	OG0002796	n0	Aa31LG2G20360, Aa31sc18G120	AT2G18990.1, AT3G25580.1	CARHR146540.1, CARHR242500.1	Carub.0005s0334.1.p, Carub.0003s3323.1.p	gene-TAV2_LOCUS24725
N0.HOG0004520	OG0002797	n0	Aa31LG2G21110	AT2G19770.1, AT4G29340.1	CARHR110230.1, CARHR237130.1	Carub.0003s3405.1.p, Carub.0007s1122.1.p	gene-TAV2_LOCUS10889, gene-TAV2_LOCUS22793
N0.HOG0004521	OG0002798	n0	Aa31LG2G21160	AT4G13095.1, AT4G29285.1	CARHR237040.1, CARHR237030.1	Carub.0007s1132.1.p, Carub.0007s1133.1.p, Carub.0007s1128.1.p	gene-TAV2_LOCUS22661
N0.HOG0004522	OG0002799	n0	Aa31LG2G21320	AT2G15670.1, AT3G51670.1	CARHR159560.1, CARHR054620.1, CARHR159570.1, CARHR161270.1	Carub.0005s1803.1.p	gene-TAV2_LOCUS17686
N0.HOG0004523	OG0002800	n1	Aa31LG8G17100	AT2G20140.1	CARHR110650.1	Carub.0003s3444.1.p	
N0.HOG0004524	OG0002800	n4	Aa31LG2G21370	AT4G29040.1	CARHR236780.1	Carub.0007s1155.1.p	gene-TAV2_LOCUS25405
N0.HOG0004525	OG0002801	n1	Aa31LG2G21430	AT4G29130.1	CARHR236860.1	Carub.0007s1146.1.p	
N0.HOG0004526	OG0002801	n4	Aa31LG8G16810	AT2G19860.1	CARHR110290.1	Carub.0003s3413.1.p	gene-TAV2_LOCUS10586
N0.HOG0004527	OG0002802	n1	Aa31LG8G17250	AT2G20260.1	CARHR110760.1	Carub.0003s3459.1.p	
N0.HOG0004528	OG0002802	n4	Aa31LG2G21620	AT4G28750.1	CARHR236540.1	Carub.0007s1189.1.p	gene-TAV2_LOCUS25079
N0.HOG0004529	OG0002803	n0	Aa31LG2G22140	AT5G42110.1, AT4G28290.2	CARHR212450.1, CARHR236000.1	Carub.0007s3322.1.p, Carub.0007s1247.1.p	gene-TAV2_LOCUS24387, gene-TAV2_LOCUS23301
N0.HOG0004530	OG0002804	n0	Aa31LG2G22250, Aa31LG7G7230, Aa31LG7G7240	AT4G28395.1	CARHR236140.1, CARHR236150.1	Carub.0007s1234.1.p, Carub.0007s1233.1.p	gene-TAV2_LOCUS24649
N0.HOG0004531	OG0002805	n0	Aa31LG2G22260	AT2G20630.2, AT4G28400.1	CARHR111280.1, CARHR236170.1	Carub.0003s3515.1.p, Carub.0007s1231.1.p	gene-TAV2_LOCUS11384, gene-TAV2_LOCUS24647
N0.HOG0004532	OG0002806	n0	Aa31LG3G4360, Aa31LG3G4380, Aa31LG3G620, Aa31LG4G13670, Aa31LG4G13760, Aa31LG4G14150, Aa31LG3G18740, Aa31sc24G40, Aa31LG3G4370				
N0.HOG0004533	OG0002807	n0	Aa31LG3G740, Aa31LG3G750	AT2G41280.1, AT2G41260.2	CARHR136360.1, CARHR136350.1	Carub.0004s2358.1.p	gene-TAV2_LOCUS13303, gene-TAV2_LOCUS13304
N0.HOG0004534	OG0002808	n0	Aa31LG3G1870	AT3G09370.3, AT5G02320.2	CARHR083740.1, CARHR211060.1	Carub.0003s0848.1.p, Carub.0006s0115.1.p	gene-TAV2_LOCUS11601, gene-TAV2_LOCUS20466
N0.HOG0004535	OG0002809	n0	Aa31LG3G2110	AT3G09690.1, AT5G02970.1	CARHR084110.1, CARHR210310.1	Carub.0003s0878.1.p, Carub.0006s0177.1.p	gene-TAV2_LOCUS10474, gene-TAV2_LOCUS21012
N0.HOG0004536	OG0002810	n0	Aa31LG3G2230	AT3G09770.1, AT5G03200.1	CARHR084210.1, CARHR210150.1, CARHR211310.1	Carub.0003s0886.1.p, Carub.0006s0198.1.p	gene-TAV2_LOCUS19538
N0.HOG0004537	OG0002811	n0	Aa31LG3G2280	AT5G03300.1, AT3G09820.1	CARHR210040.1, CARHR084270.1	Carub.0006s0211.1.p, Carub.0003s0891.1.p	gene-TAV2_LOCUS22050, gene-TAV2_LOCUS11138
N0.HOG0004538	OG0002812	n0	Aa31LG5G3760, Aa31LG3G2530, Aa31LG3G5690	AT4G08878.1, AT5G43340.1, AT4G08895.1	CARHR180290.1	Carub.0006s2737.1.p, Carub.0008s0527.1.p	
N0.HOG0004539	OG0002813	n0	Aa31LG3G2750	AT3G10200.2, AT5G04060.1	CARHR084690.1, CARHR209210.1	Carub.0003s0937.1.p, Carub.0006s0302.1.p	gene-TAV2_LOCUS10720, gene-TAV2_LOCUS21427
N0.HOG0004540	OG0002814	n0	Aa31LG3G2820	AT5G48400.2, AT5G48410.1	CARHR183780.1, CARHR183790.1, CARHR183770.1	Carub.0008s0799.1.p, Carub.0008s0800.1.p	gene-TAV2_LOCUS5110
N0.HOG0004541	OG0002815	n0	Aa31LG3G3190, Aa31LG3G3180, Aa31LG3G3160, Aa31LG3G3170, Aa31LG3G3200	AT5G19660.1	CARHR193250.1	Carub.0006s1801.1.p	gene-TAV2_LOCUS21902
N0.HOG0004542	OG0002816	n0	Aa31LG3G3340	AT5G04410.1, AT3G10500.1	CARHR208900.1, CARHR085010.1	Carub.0006s0335.1.p, Carub.0003s0974.1.p	gene-TAV2_LOCUS20399, gene-TAV2_LOCUS10364
N0.HOG0004543	OG0002817	n0	Aa31LG3G4010, Aa31LG3G4480, Aa31LG3G4440, Aa31LG3G4040, Aa31LG3G4020, Aa31LG3G4240, Aa31LG3G3970, Aa31LG3G3640, Aa31LG3G3650				
N0.HOG0004544	OG0002818	n0	Aa31LG3G3880	AT3G10900.1, AT3G30540.1, AT3G10890.1	CARHR085460.1	Carub.0003s1016.1.p, Carub.0003s1015.1.p, Carub.0003s1014.1.p	gene-TAV2_LOCUS10672
N0.HOG0004545	OG0002819	n2	Aa31LG3G5930	AT5G50300.2	CARHR258250.1	Carub.0008s1034.1.p	
N0.HOG0004546	OG0002819	n5	Aa31LG3G4190	AT3G10960.1	CARHR085540.1	Carub.0003s1023.1.p	
N0.HOG0004547	OG0002820	n0	Aa31LG3G4580, Aa31LG3G4640, Aa31LG3G4620, Aa31LG3G4650	AT3G11340.1	CARHR085900.1, CARHR288750.1	Carub.0003s1067.1.p	gene-TAV2_LOCUS10965
N0.HOG0004548	OG0002821	n0	Aa31LG3G4780, Aa31LG3G4810	AT5G06110.1, AT3G11450.1	CARHR206810.1, CARHR086000.1	Carub.0006s0498.1.p, Carub.0003s1077.1.p	gene-TAV2_LOCUS9068
N0.HOG0004549	OG0002822	n1	Aa31LG3G6050	AT5G50250.1		Carub.0008s1025.1.p	gene-TAV2_LOCUS19159
N0.HOG0004550	OG0002822	n4	Aa31LG7G11080	AT4G24770.1	CARHR232150.1	Carub.0007s1629.1.p	gene-TAV2_LOCUS26072
N0.HOG0004551	OG0002823	n0	Aa31LG3G6300	AT5G06770.1, AT3G12130.1	CARHR206410.1, CARHR086690.1	Carub.0006s0566.1.p, Carub.0003s1147.1.p	gene-TAV2_LOCUS19885, gene-TAV2_LOCUS10934
N0.HOG0004552	OG0002824	n0	Aa31LG3G7130	AT1G48175.4	CARHR289090.1, CARHR037820.1, CARHR290860.1	Carub.0001s3726.1.p	gene-TAV2_LOCUS3397, gene-TAV2_LOCUS20157, gene-TAV2_LOCUS7341
N0.HOG0004553	OG0002825	n0	Aa31LG3G7200	AT4G25010.1, AT5G50800.1	CARHR232400.1, CARHR257480.1	Carub.0007s1602.1.p, Carub.0008s1079.1.p	gene-TAV2_LOCUS23466, gene-TAV2_LOCUS19869
N0.HOG0004554	OG0002826	n1	Aa31LG7G10480	AT4G25150.1	CARHR232540.1	Carub.0007s1588.1.p	
N0.HOG0004555	OG0002826	n4	Aa31LG3G7770	AT5G51260.1	CARHR256770.1	Carub.0008s1129.1.p	gene-TAV2_LOCUS19938
N0.HOG0004556	OG0002827	n0	Aa31LG3G8400	AT4G25440.2, AT5G51980.1	CARHR232870.1, CARHR264920.1	Carub.0007s1554.1.p, Carub.0008s1207.1.p	gene-TAV2_LOCUS23706, gene-TAV2_LOCUS21064
N0.HOG0004557	OG0002828	n0	Aa31LG3G8510	AT1G73610.1, AT1G23500.1	CARHR066660.1, CARHR023920.1, CARHR023930.1	Carub.0002s2035.1.p	gene-TAV2_LOCUS3924, gene-TAV2_LOCUS11398
N0.HOG0004558	OG0002829	n0	Aa31LG3G8740, Aa31LG7G12250	AT5G52360.1, AT4G25590.1	CARHR265320.1, CARHR233010.1	Carub.0008s1247.1.p, Carub.0007s1539.1.p	gene-TAV2_LOCUS24892
N0.HOG0004559	OG0002830	n0	Aa31LG3G8880	AT5G52530.3	CARHR233070.1, CARHR233080.1	Carub.0007s1533.1.p, Carub.0238s0001.1.p, Carub.0008s1265.1.p	gene-TAV2_LOCUS25868, gene-TAV2_LOCUS23508
N0.HOG0004560	OG0002831	n0	Aa31LG3G8910	AT4G25660.1, AT4G25680.1	CARHR233130.1	Carub.0007s1531.1.p, Carub.0007s1528.1.p	gene-TAV2_LOCUS26097, gene-TAV2_LOCUS23507, gene-TAV2_LOCUS23510
N0.HOG0004561	OG0002832	n0	Aa31LG3G9100	AT4G25750.1, AT5G52860.1	CARHR233200.1, CARHR265800.1	Carub.0007s1521.1.p, Carub.0008s1302.1.p	gene-TAV2_LOCUS24262, gene-TAV2_LOCUS20106
N0.HOG0004562	OG0002833	n0	Aa31LG3G9300, Aa31LG8G1210	AT5G53180.1	CARHR266250.1	Carub.0008s1338.1.p	gene-TAV2_LOCUS21690, gene-TAV2_LOCUS11526, gene-TAV2_LOCUS18407, gene-TAV2_LOCUS18412
N0.HOG0004563	OG0002834	n1	Aa31LG3G10150	AT5G53760.1	CARHR266910.1	Carub.0008s1406.1.p	
N0.HOG0004564	OG0002834	n4	Aa31LG5G10050	AT1G26700.1	CARHR025260.1	Carub.0001s2431.1.p	gene-TAV2_LOCUS3704
N0.HOG0004565	OG0002835	n1	Aa31LG5G10060	AT4G27460.1	CARHR235140.1	Carub.0007s1339.1.p	
