#OG_name	Cru.fasta	Ath.fasta	Aar.fasta	Chi.fasta	Tar.fasta
OG_1	Carub.0007s2402.1.p Carub.0007s2467.1.p	AT4G17390.1 AT4G16720.1	Aa31LG6G130 Aa31LG9G12170 Aa31LG2G12900	CARHR223250.1 CARHR224000.1	gene-TAV2_LOCUS9490 gene-TAV2_LOCUS23435
OG_4048	Carub.0151s0001.1.p	AT1G49990.1 AT1G15680.1		CARHR040090.1	gene-TAV2_LOCUS6006 gene-TAV2_LOCUS541 gene-TAV2_LOCUS23436 gene-TAV2_LOCUS13871
OG_4049	Carub.0005s0181.1.p	AT2G02950.1	Aa31LG2G7400	CARHR145350.1	gene-TAV2_LOCUS5978 gene-TAV2_LOCUS5981 gene-TAV2_LOCUS5980
OG_4050	Carub.0005s1865.1.p	AT3G52290.1	Aa31LG10G7420	CARHR162050.1	gene-TAV2_LOCUS15563
OG_4051	Carub.0005s1310.1.p	AT3G46880.1		CARHR155500.1	
OG_4052	Carub.0005s0833.1.p	AT3G29770.1	Aa31LG2G3840	CARHR153180.1	gene-TAV2_LOCUS7125
OG_4053	Carub.0006s2922.1.p Carub.0001s2128.1.p Carub.0001s2141.1.p Carub.0001s2130.1.p Carub.0001s2131.1.p Carub.0005s1133.1.p Carub.0002s0633.1.p Carub.0001s2140.1.p Carub.0001s2150.1.p	AT1G21866.1 AT1G21835.1 AT5G36720.1 AT1G21864.1 AT1G34840.1 AT1G34850.1 AT1G21925.1 AT1G34860.1 AT3G24465.1 AT1G58245.1 AT1G34792.1 AT5G36805.1 AT1G34830.1 AT5G38378.1 AT1G58248.1 AT1G21928.1 AT1G34810.1 AT1G34795.1 AT1G34815.1 AT5G34828.1 AT1G34825.1 AT1G34800.1 AT1G34805.1 AT1G34820.1 AT1G58242.1	Aa31LG7G10650 Aa31LG7G5910	CARHR022290.1 CARHR022330.1 CARHR031850.1 CARHR022280.1 CARHR022850.1 CARHR022300.1 CARHR022210.1 CARHR176330.1 CARHR213610.1	gene-TAV2_LOCUS3045 gene-TAV2_LOCUS3042
OG_4054	Carub.0002s2287.1.p Carub.0005s0222.1.p	AT1G75980.1	Aa31LG4G6130	CARHR069510.1	gene-TAV2_LOCUS17253
OG_4055	Carub.0005s1469.1.p	AT3G48510.1	Aa31LG4G17120		
OG_4056	Carub.0005s0806.1.p	AT3G29350.1		CARHR154050.1	gene-TAV2_LOCUS7669
OG_4057	Carub.0005s2146.1.p	AT3G54850.1	Aa31sc141G20	CARHR164830.1	gene-TAV2_LOCUS16617
OG_4058	Carub.0006s0821.1.p	AT5G64660.1 AT5G09800.1	Aa31LG1G17290	CARHR278630.1	
OG_4059	Carub.0001s2756.1.p	AT1G29340.1	Aa31LG6G6200	CARHR028670.1	gene-TAV2_LOCUS915
OG_4060	Carub.0003s1848.1.p	AT3G18710.1	Aa31LG8G5530	CARHR094080.1	
OG_4061	Carub.0008s2681.1.p	AT5G65920.1	Aa31LG1G16190	CARHR279930.1	
OG_4062	Carub.0005s2644.1.p Carub.0005s2646.1.p Carub.0005s2645.1.p Carub.0005s2642.1.p	AT3G59740.1 AT3G59750.1 AT3G59730.1 AT3G59700.1	Aa31LG10G13990	CARHR170070.1 CARHR170090.1	gene-TAV2_LOCUS15180 gene-TAV2_LOCUS15181
OG_4063	Carub.0005s1513.1.p	AT3G48950.1		CARHR157750.1	gene-TAV2_LOCUS15813
OG_4064	Carub.0005s2162.1.p		Aa31sc33G70	CARHR165000.1	gene-TAV2_LOCUS17437
OG_4065	Carub.0005s1377.1.p	AT3G47640.1	Aa31LG4G16380	CARHR156320.1	gene-TAV2_LOCUS18256
OG_4066	Carub.0005s1186.1.p	AT3G46000.2		CARHR154360.1	gene-TAV2_LOCUS16717
OG_4067	Carub.0005s2673.1.p	AT3G60000.2		CARHR170320.1	gene-TAV2_LOCUS17953
OG_4068	Carub.0005s2939.1.p	AT3G62720.1	Aa31LG10G16650	CARHR172990.1	
OG_4069	Carub.0005s1874.1.p	AT3G52380.1	Aa31LG10G7450	CARHR162150.1	gene-TAV2_LOCUS17560
OG_4070	Carub.0005s0508.1.p	AT3G26932.2	Aa31LG2G5660	CARHR148080.1	
OG_4071	Carub.0007s2668.1.p Carub.0003s2186.1.p Carub.0007s2671.1.p Carub.0003s2187.1.p Carub.0003s2185.1.p Carub.0003s2893.1.p Carub.0008s0470.1.p Carub.0005s0435.1.p	AT3G21780.1 AT3G21800.1 AT3G21790.1 AT4G15260.1 AT4G15280.2	Aa31sc494G10 Aa31sc224G20 Aa31LG3G6070	CARHR097730.1 CARHR097740.1 CARHR097750.1 CARHR221990.1	gene-TAV2_LOCUS11188 gene-TAV2_LOCUS9717 gene-TAV2_LOCUS11613
OG_4072	Carub.0005s0404.1.p	AT3G26125.1	Aa31LG2G6210	CARHR147140.1	
OG_4073	Carub.0005s1648.1.p Carub.0005s1647.1.p	AT3G50190.1 AT3G50140.1 AT3G50130.1	Aa31LG4G18490	CARHR159190.1 CARHR159200.1 CARHR159220.1 CARHR159240.1	gene-TAV2_LOCUS16785 gene-TAV2_LOCUS16784
OG_4074	Carub.0005s1782.1.p Carub.0005s1783.1.p Carub.0005s1780.1.p	AT3G51450.1 AT3G51420.1 AT3G51430.1 AT3G51440.1	Aa31LG4G19360	CARHR161030.1 CARHR161020.1	gene-TAV2_LOCUS16914 gene-TAV2_LOCUS16916 gene-TAV2_LOCUS16919 gene-TAV2_LOCUS16918
OG_4075	Carub.0005s1558.1.p Carub.0005s1573.1.p Carub.0005s1575.1.p Carub.0005s1574.1.p Carub.0008s0667.1.p	AT3G49340.1			gene-TAV2_LOCUS17701 gene-TAV2_LOCUS17700 gene-TAV2_LOCUS17703 gene-TAV2_LOCUS17382
OG_4076	Carub.0005s2985.1.p	AT3G63180.1	Aa31LG10G17010	CARHR173500.1	gene-TAV2_LOCUS15503
OG_4077	Carub.0005s2283.1.p	AT3G56080.1	Aa31LG10G10990	CARHR166150.1	gene-TAV2_LOCUS17940
OG_4078		AT4G17713.1		CARHR264030.1 CARHR181630.1	gene-TAV2_LOCUS25376 gene-TAV2_LOCUS24772
OG_4079	Carub.0007s2366.1.p Carub.0005s0726.1.p Carub.0007s2365.1.p	AT4G17718.1 AT2G06166.1	Aa31LG6G460		gene-TAV2_LOCUS25375 gene-TAV2_LOCUS25383
OG_4080	Carub.0005s1445.1.p Carub.0005s1444.1.p Carub.0005s1448.1.p Carub.0005s1447.1.p Carub.0005s1446.1.p Carub.0005s1449.1.p	AT3G48290.2 AT3G48320.1 AT3G48270.1 AT3G48280.1 AT3G48300.2 AT3G48310.1	Aa31LG4G16890	CARHR056050.1 CARHR157030.1 CARHR157040.1 CARHR157050.1 CARHR157060.1	gene-TAV2_LOCUS15472 gene-TAV2_LOCUS15470 gene-TAV2_LOCUS15468 gene-TAV2_LOCUS15467
OG_4081	Carub.0005s2519.1.p	AT3G58450.1	Aa31LG10G13010	CARHR168840.1	gene-TAV2_LOCUS16168
OG_4082	Carub.0005s1156.1.p	AT3G45710.1 AT3G45700.1		CARHR149950.1	
OG_4083	Carub.0005s2850.1.p	AT3G61760.1	Aa31LG10G15750	CARHR172090.1	gene-TAV2_LOCUS16242
OG_4084	Carub.0005s0706.1.p Carub.0005s0705.1.p	AT3G28510.1	Aa31LG2G4570 Aa31LG2G17540	CARHR286780.1	gene-TAV2_LOCUS6021
OG_4085	Carub.0005s2192.1.p	AT3G55260.1	Aa31LG10G9790	CARHR165260.1	gene-TAV2_LOCUS18084
OG_4086	Carub.0005s1596.1.p Carub.0005s1595.1.p	AT3G49630.1 AT3G49620.1	Aa31LG4G18500	CARHR158650.1 CARHR158660.1	gene-TAV2_LOCUS15923
OG_4087	Carub.0002s0046.1.p Carub.0004s2907.1.p	AT2G46375.1 AT1G64340.1		CARHR141650.1	gene-TAV2_LOCUS7409
OG_4088	Carub.0005s2835.1.p	AT3G61660.2		CARHR171970.1	
OG_4089	Carub.0005s0864.1.p	AT3G30460.2	Aa31LG2G3690		
OG_4090	Carub.0005s2459.1.p	AT3G57740.2		CARHR168040.1 CARHR168060.1	gene-TAV2_LOCUS16526
OG_4091	Carub.0005s2894.1.p	AT3G62220.3		CARHR172560.1	
OG_4092	Carub.0005s0641.1.p	AT4G22760.1		CARHR229720.1	gene-TAV2_LOCUS25064
OG_4093	Carub.0005s0013.1.p	AT2G01150.2	Aa31LG2G8730	CARHR143700.1	
OG_4094	Carub.0005s0064.1.p	AT2G01690.2	Aa31LG1G250 Aa31LG2G8200	CARHR267550.1 CARHR144260.1	gene-TAV2_LOCUS4990 gene-TAV2_LOCUS4989
OG_4095	Carub.0005s1493.1.p	AT3G48760.1	Aa31LG4G17310	CARHR157520.1	gene-TAV2_LOCUS17221
OG_4096	Carub.0005s2210.1.p	AT3G55390.1	Aa31LG10G10410	CARHR165400.1	gene-TAV2_LOCUS15242
OG_4097	Carub.0005s2548.1.p	AT3G58690.1	Aa31LG10G13300	CARHR169070.1	gene-TAV2_LOCUS15299
OG_4098	Carub.0002s0673.1.p	AT1G57790.1	Aa31LG5G23940 Aa31LG5G23960 Aa31LG5G24010 Aa31LG2G11100 Aa31csc81G80 Aa31LG2G11150 Aa31LG2G11120	CARHR054340.1 CARHR054360.1	gene-TAV2_LOCUS4981
OG_4099	Carub.0005s2914.1.p	AT3G62420.1	Aa31LG10G16350	CARHR172750.1	
OG_4100	Carub.0008s0291.1.p Carub.0004s0374.1.p	AT5G44910.1		CARHR177920.1	gene-TAV2_LOCUS5493 gene-TAV2_LOCUS5491 gene-TAV2_LOCUS5560
OG_4101	Carub.0002s0670.1.p	AT1G57850.1 AT1G47370.1	Aa31LG2G11140 Aa31LG2G11180 Aa31LG2G11190 Aa31LG2G11120		gene-TAV2_LOCUS7449
OG_4102	Carub.0003s2816.1.p	AT2G13650.1	Aa31LG2G11190	CARHR104770.1	gene-TAV2_LOCUS4982 gene-TAV2_LOCUS4626
OG_4103		AT1G57830.1 AT1G09665.1 AT1G60320.1	Aa31LG2G11070	CARHR009640.1	
OG_4104		AT5G17880.1	Aa31LG11G11680 Aa31LG11G11700	CARHR195240.1 CARHR195290.1	gene-TAV2_LOCUS21954
OG_4105		AT5G45220.1	Aa31LG9G7850 Aa31LG9G7830	CARHR225020.1 CARHR254980.1 CARHR254940.1 CARHR112190.1 CARHR177080.1 CARHR176910.1 CARHR177280.1	gene-TAV2_LOCUS7954 gene-TAV2_LOCUS23216 gene-TAV2_LOCUS16944 gene-TAV2_LOCUS23208 gene-TAV2_LOCUS22682 gene-TAV2_LOCUS15753 gene-TAV2_LOCUS6617 gene-TAV2_LOCUS6756
OG_4106	Carub.0005s0224.1.p Carub.0005s0223.1.p Carub.0005s0226.1.p Carub.0005s0225.1.p	AT2G03030.1 AT2G03300.1		CARHR145640.1 CARHR145620.1 CARHR145630.1 CARHR176420.1	gene-TAV2_LOCUS6616 gene-TAV2_LOCUS6619 gene-TAV2_LOCUS6614 gene-TAV2_LOCUS6621 gene-TAV2_LOCUS6623 gene-TAV2_LOCUS6618
OG_4107	Carub.0008s0325.1.p Carub.0008s0294.1.p	AT3G51570.1 AT5G45250.1 AT5G45060.1		CARHR161160.1 CARHR177110.1 CARHR177620.1 CARHR177020.1 CARHR177050.1 CARHR177200.1 CARHR176900.1 CARHR177040.1	gene-TAV2_LOCUS6749 gene-TAV2_LOCUS23203
OG_4108	Carub.0007s2167.1.p	AT4G19530.2		CARHR226320.1	gene-TAV2_LOCUS23617
OG_4109		AT5G45200.1	Aa31LG9G7820 Aa31LG9G7870		
OG_4110	Carub.0005s0770.1.p Carub.0005s0824.1.p Carub.0005s0828.1.p Carub.0005s0825.1.p	AT3G29670.1	Aa31LG2G3860 Aa31LG2G10590	CARHR113980.1 CARHR153070.1 CARHR153150.1 CARHR254660.1	
OG_4111	Carub.0005s2298.1.p	AT3G56200.1	Aa31LG10G11110	CARHR166350.1	gene-TAV2_LOCUS15731
OG_4112	Carub.0005s1164.1.p	AT3G45780.2	Aa31LG4G15020	CARHR149890.1	gene-TAV2_LOCUS15630
OG_4113	Carub.0005s2278.1.p	AT3G56050.1	Aa31LG10G10980	CARHR166120.1	gene-TAV2_LOCUS18052
OG_4114	Carub.0005s1619.1.p	AT3G49840.2		CARHR158910.1	gene-TAV2_LOCUS15989
OG_4115	Carub.0005s1165.1.p Carub.0005s1198.1.p	AT3G45670.1 AT3G46140.1 AT3G45790.1 AT4G04632.1	Aa31LG4G15250 Aa31LG4G15270	CARHR154490.1 CARHR154480.1	gene-TAV2_LOCUS15635
OG_4116	Carub.0005s1199.1.p	AT2G18530.1 AT3G46160.1		CARHR156690.1 CARHR154250.1 CARHR154240.1 CARHR154230.1 CARHR154540.1 CARHR154560.1	gene-TAV2_LOCUS17873
OG_4117	Carub.0005s0925.1.p	AT3G12940.2	Aa31LG8G160	CARHR087460.1	gene-TAV2_LOCUS11333
OG_4118	Carub.0005s2497.1.p	AT3G58120.1	Aa31LG10G12830	CARHR168470.1	gene-TAV2_LOCUS16873
OG_4119	Carub.0005s1044.1.p Carub.0015s0001.1.p	AT3G44750.1		CARHR151390.1	gene-TAV2_LOCUS15271
OG_4120	Carub.0005s1695.1.p	AT3G50630.1	Aa31LG4G18800	CARHR160140.1	gene-TAV2_LOCUS15234
OG_4121	Carub.0005s2115.1.p	AT3G54530.1		CARHR164420.1	gene-TAV2_LOCUS18202
OG_4122	Carub.0005s0024.1.p	AT2G01260.1	Aa31LG2G8650	CARHR143790.1	gene-TAV2_LOCUS6180
OG_4123	Carub.0005s0023.1.p	AT2G01250.1	Aa31LG2G8660	CARHR143780.1	gene-TAV2_LOCUS6180
OG_4124	Carub.0005s0714.1.p	AT3G28570.2		CARHR286740.1	gene-TAV2_LOCUS6015
OG_4125	Carub.0005s0664.1.p Carub.0005s0663.1.p Carub.0005s0662.1.p	AT3G28080.1 AT3G28070.1 AT3G28100.1		CARHR149710.1 CARHR149700.1	gene-TAV2_LOCUS5403 gene-TAV2_LOCUS5404
OG_4126	Carub.0004s0629.1.p Carub.0005s2687.1.p	AT3G60140.1	Aa31LG10G14290	CARHR000090.1 CARHR170450.1 CARHR170540.1	gene-TAV2_LOCUS16787 gene-TAV2_LOCUS16791
OG_4127	Carub.0005s2992.1.p	AT3G63240.2	Aa31LG10G17070	CARHR291710.1	gene-TAV2_LOCUS16773
OG_4128	Carub.0005s0820.1.p Carub.0008s0830.1.p	AT5G48630.2		CARHR183330.1	gene-TAV2_LOCUS5917
OG_4129	Carub.0005s2261.1.p	AT3G55830.1	Aa31LG5G19610	CARHR165940.1	gene-TAV2_LOCUS16924
OG_4130	Carub.0005s2991.1.p	AT3G63230.2			gene-TAV2_LOCUS17527
OG_4131	Carub.0005s1611.1.p Carub.0008s2672.1.p	AT5G65830.1 AT3G49750.1	Aa31LG4G18240 Aa31LG1G16250	CARHR158830.1 CARHR279830.1	
OG_4132	Carub.0005s0079.1.p	AT2G01820.1	Aa31LG2G8090	CARHR144380.1	
OG_4133	Carub.0005s1761.1.p	AT3G51240.1	Aa31LG4G19270	CARHR160820.1	gene-TAV2_LOCUS16195
OG_4134	Carub.0005s2959.1.p	AT3G62940.4	Aa31LG10G16750	CARHR173230.1	gene-TAV2_LOCUS16136
OG_4135	Carub.0005s2120.1.p	AT3G54600.1	Aa31LG10G12990	CARHR164500.1	gene-TAV2_LOCUS17042
OG_4136	Carub.0005s0969.1.p	AT3G43910.1			
OG_4137	Carub.0005s2576.1.p			CARHR169410.1	
OG_4138	Carub.0005s2138.1.p	AT3G54790.1	Aa31sc32G40	CARHR164730.1	gene-TAV2_LOCUS16620
OG_4139	Carub.0005s1633.1.p	AT3G49970.2		CARHR159050.1	gene-TAV2_LOCUS15605
OG_4140	Carub.0005s1233.1.p	AT5G38050.1	Aa31LG9G17280	CARHR214700.1	
OG_4141	Carub.0005s1235.1.p	AT5G38060.1	Aa31LG9G17280	CARHR214680.1	
OG_4142	Carub.0005s2545.1.p	AT3G58660.1	Aa31LG10G13240	CARHR169060.1	
OG_4143	Carub.0005s2554.1.p	AT3G58750.1		CARHR169140.1	gene-TAV2_LOCUS15307
OG_4144	Carub.0005s2698.1.p	AT3G60240.4	Aa31LG1G26220 Aa31LG1G26230	CARHR170550.1	gene-TAV2_LOCUS15611
OG_4145	Carub.0005s1281.1.p	AT3G46540.1	Aa31LG4G15540	CARHR155260.1	gene-TAV2_LOCUS17769
OG_4146	Carub.0005s1321.1.p	AT3G46990.1	Aa31LG4G15940	CARHR155640.1	
OG_4147	Carub.0005s2913.1.p	AT3G62410.1	Aa31LG10G16340	CARHR172760.1	gene-TAV2_LOCUS18201
OG_4148	Carub.0008s2199.1.p Carub.0004s3010.1.p Carub.0005s2912.1.p	AT5G61310.2 AT2G47380.2	Aa31LG1G28680	CARHR142770.1 CARHR275070.1 CARHR172740.1 CARHR054380.1	gene-TAV2_LOCUS18201
OG_4149	Carub.0006s2144.1.p	AT5G23690.1	Aa31LG11G3030	CARHR189860.1	gene-TAV2_LOCUS5874
OG_4150	Carub.0005s1500.1.p	AT3G48830.1		CARHR157650.1	gene-TAV2_LOCUS16992
OG_4151	Carub.0003s0982.1.p Carub.0005s1079.1.p	AT3G10580.1 AT4G09450.1 AT3G10585.1 AT3G10590.1		CARHR085140.1 CARHR085130.1 CARHR085150.1	gene-TAV2_LOCUS11461
OG_4152		AT3G10595.1			gene-TAV2_LOCUS9768 gene-TAV2_LOCUS10559
OG_4153	Carub.0005s2064.1.p	AT3G54050.1	Aa31LG10G8750	CARHR163950.1	gene-TAV2_LOCUS15933
OG_4154	Carub.0005s1323.1.p	AT3G47010.1			
OG_4155	Carub.0005s1512.1.p	AT3G48940.1	Aa31LG4G17450	CARHR157740.1	gene-TAV2_LOCUS16986
OG_4156	Carub.0005s2911.1.p	AT3G62390.1	Aa31LG10G16320	CARHR172730.1	gene-TAV2_LOCUS18200
OG_4157	Carub.0005s1320.1.p Carub.0005s1319.1.p	AT3G46980.4 AT3G46970.1	Aa31LG4G15910 Aa31LG4G15930	CARHR155610.1 CARHR155620.1	gene-TAV2_LOCUS5484 gene-TAV2_LOCUS15796
OG_4158	Carub.0008s1753.1.p	AT5G57030.1	Aa31LG3G12920 Aa31LG10G9440	CARHR270780.1	gene-TAV2_LOCUS20795
OG_4159	Carub.0005s1943.1.p	AT3G52950.1	Aa31LG10G8160	CARHR162830.1	
OG_4160	Carub.0005s0609.1.p	AT3G27650.1	Aa31LG2G5020	CARHR149070.1	gene-TAV2_LOCUS5705
OG_4161	Carub.0005s2222.1.p	AT3G55500.1		CARHR165550.1	gene-TAV2_LOCUS16479
OG_4162	Carub.0003s0652.1.p	AT3G06985.1 AT3G07005.1		CARHR098280.1 CARHR052320.1	
OG_4163	Carub.0007s1160.1.p	AT4G29033.1	Aa31LG2G21360	CARHR236760.1	gene-TAV2_LOCUS21637
OG_4164	Carub.0007s2943.1.p	AT4G13235.1	Aa31LG9G4550	CARHR218720.1	
OG_4165	Carub.0007s1158.1.p Carub.0002s0288.1.p Carub.0006s2827.1.p	AT3G27835.1 AT3G27831.1			
OG_4166	Carub.0007s0275.1.p Carub.0013s0006.1.p Carub.0003s2609.1.p Carub.0003s2610.1.p Carub.0005s0246.1.p			CARHR049960.1	gene-TAV2_LOCUS24978
OG_4167	Carub.0001s3316.1.p	AT1G35537.1		CARHR034290.1 CARHR034300.1 CARHR178680.1 CARHR116300.1	gene-TAV2_LOCUS23051
OG_4168	Carub.0005s2435.1.p	AT3G57510.1	Aa31LG10G12340	CARHR167720.1 CARHR167730.1	gene-TAV2_LOCUS16999
OG_4169	Carub.0005s1505.1.p	AT3G48880.3	Aa31LG4G17390	CARHR157690.1	gene-TAV2_LOCUS16988
OG_4170	Carub.0005s1332.1.p	AT3G47080.1	Aa31LG1G18880	CARHR155680.1	gene-TAV2_LOCUS18267
OG_4171	Carub.0005s2570.1.p	AT3G58970.1	Aa31LG3G14050	CARHR169330.1	gene-TAV2_LOCUS16626
OG_4172	Carub.0005s2613.1.p	AT3G59390.2	Aa31LG10G13740	CARHR169780.1	gene-TAV2_LOCUS16666
OG_4173	Carub.0005s2127.1.p	AT3G54670.1	Aa31sc35G50	CARHR164590.1	gene-TAV2_LOCUS15870 gene-TAV2_LOCUS15872
OG_4174	Carub.0005s1638.1.p	AT3G50030.1	Aa31LG4G18430	CARHR159100.1	
OG_4175	Carub.0005s2479.1.p	AT3G57950.1	Aa31LG10G12650	CARHR168260.1	
OG_4176	Carub.0005s2926.1.p	AT3G62600.1	Aa31LG10G16420	CARHR172870.1	gene-TAV2_LOCUS17028
OG_4177	Carub.0005s2638.1.p	AT3G59660.1	Aa31LG10G13950	CARHR170030.1	gene-TAV2_LOCUS15176
OG_4178	Carub.0005s0817.1.p	AT3G29575.1	Aa31LG2G3880	CARHR153100.1	gene-TAV2_LOCUS7117
OG_4179	Carub.0005s0231.1.p	AT3G11810.1 AT2G03330.1	Aa31LG2G7210	CARHR145690.1	
OG_4180	Carub.0005s0329.1.p Carub.0005s0314.1.p Carub.0002s1606.1.p Carub.0002s1549.1.p Carub.0005s0312.1.p	AT3G25550.1		CARHR062410.1 CARHR146470.1	gene-TAV2_LOCUS5253 gene-TAV2_LOCUS5896
OG_4181	Carub.0005s0704.1.p Carub.0001s1466.1.p	AT1G14870.1 AT5G35525.1 AT1G14880.1	Aa31LG1G210 Aa31LG1G220	CARHR015410.1	gene-TAV2_LOCUS527
OG_4182	Carub.0005s2587.1.p	AT3G59110.1	Aa31LG10G13580	CARHR169530.1	gene-TAV2_LOCUS17768
OG_4183	Carub.0005s1065.1.p	AT3G44910.1	Aa31LG4G14180	CARHR151060.1 CARHR151100.1	gene-TAV2_LOCUS18061 gene-TAV2_LOCUS16112
OG_4184	Carub.0005s1824.1.p	AT3G51890.1	Aa31sc941G10	CARHR161520.1	gene-TAV2_LOCUS15430
OG_4185	Carub.0005s2719.1.p Carub.0005s2720.1.p	AT3G60470.1	Aa31LG10G14660 Aa31LG10G14680 Aa31LG10G14650 Aa31LG10G14610 Aa31LG10G14690 Aa31LG10G14700 Aa31LG10G14670 Aa31LG10G14570 Aa31LG10G14580 Aa31LG10G14730 Aa31LG10G14540 Aa31LG10G14590	CARHR170840.1 CARHR170820.1 CARHR170850.1	gene-TAV2_LOCUS15193
OG_4186	Carub.0005s2553.1.p	AT3G58740.1			
OG_4187	Carub.0005s1600.1.p	AT3G49650.1	Aa31LG4G18130	CARHR158690.1	gene-TAV2_LOCUS15927
OG_4188	Carub.0005s2725.1.p	AT3G60510.3	Aa31LG10G14770	CARHR170910.1	gene-TAV2_LOCUS15188
OG_4189	Carub.0005s0788.1.p Carub.0005s0790.1.p	AT3G29170.1 AT3G29160.1	Aa31LG2G4070 Aa31LG2G4080	CARHR152330.1 CARHR152320.1	gene-TAV2_LOCUS6368
OG_4190	Carub.0005s1545.1.p	AT3G49220.3	Aa31LG4G17640	CARHR158080.1	gene-TAV2_LOCUS18163
OG_4191	Carub.0005s2625.1.p	AT3G59520.1	Aa31LG10G13850	CARHR169900.1	
OG_4192	Carub.0005s1010.1.p	AT3G44370.1	Aa31LG7G1810 Aa31LG2G19680 Aa31LG4G13870 Aa31LG1G2220	CARHR104500.1	gene-TAV2_LOCUS15264
OG_4193	Carub.0005s1011.1.p	AT3G44380.1		CARHR104480.1	
OG_4194	Carub.0005s0216.1.p	AT2G03240.1	Aa31LG2G7270	CARHR145570.1	gene-TAV2_LOCUS7802 gene-TAV2_LOCUS7803 gene-TAV2_LOCUS7806 gene-TAV2_LOCUS5451
OG_4195	Carub.0005s1415.1.p	AT3G48040.1			
OG_4196	Carub.0005s1955.1.p Carub.0005s1957.1.p Carub.0005s1956.1.p Carub.0005s1960.1.p Carub.0005s1959.1.p Carub.0005s1958.1.p	AT3G53080.1 AT3G53065.1 AT3G53050.1 AT3G53075.2 AT3G53070.1	Aa31LG10G8240		gene-TAV2_LOCUS16509 gene-TAV2_LOCUS16149 gene-TAV2_LOCUS15277 gene-TAV2_LOCUS15279 gene-TAV2_LOCUS15280 gene-TAV2_LOCUS16508
OG_4197	Carub.0002s1267.1.p Carub.0002s1268.1.p Carub.0008s2352.1.p Carub.0007s3308.1.p Carub.0007s3317.1.p Carub.0002s1265.1.p Carub.0007s3310.1.p Carub.0002s1269.1.p Carub.0002s1264.1.p Carub.0002s1266.1.p Carub.0006s2401.1.p Carub.0005s1229.1.p Carub.0002s1187.1.p Carub.0007s3313.1.p Carub.0006s2402.1.p Carub.0002s1270.1.p Carub.0006s2403.1.p Carub.0007s3309.1.p Carub.0007s3314.1.p Carub.0007s3357.1.p Carub.0007s3332.1.p	AT1G66610.1 AT5G37900.1 AT5G62800.1 AT5G37870.1 AT5G37890.1 AT5G37910.1 AT1G66620.1 AT1G66630.1	Aa31LG1G18270 Aa31LG1G18280 Aa31LG11G8200 Aa31LG5G22710	CARHR058650.1 CARHR154710.1 CARHR276580.1 CARHR058670.1 CARHR272990.1 CARHR214760.1 CARHR214810.1 CARHR214830.1 CARHR214840.1 CARHR214860.1 CARHR058600.1 CARHR214780.1 CARHR214870.1	gene-TAV2_LOCUS23725 gene-TAV2_LOCUS15593 gene-TAV2_LOCUS23712 gene-TAV2_LOCUS25090 gene-TAV2_LOCUS25089 gene-TAV2_LOCUS5139 gene-TAV2_LOCUS10896
OG_4198	Carub.0005s1231.1.p	AT5G37930.1	Aa31LG9G17300	CARHR214750.1	gene-TAV2_LOCUS23730
OG_4199	Carub.0008s2353.1.p	AT5G62810.1	Aa31LG11G880	CARHR276590.1	gene-TAV2_LOCUS7354
OG_4200	Carub.0002s1286.1.p	AT1G66660.2		CARHR058640.1 CARHR058660.1 CARHR058710.1	gene-TAV2_LOCUS17343
OG_4201	Carub.0005s1553.1.p Carub.0005s1265.1.p Carub.0005s1552.1.p Carub.0015s0007.1.p Carub.0005s1551.1.p Carub.0005s1550.1.p	AT3G49305.1 AT3G49270.3 AT3G49300.1		CARHR158210.1	gene-TAV2_LOCUS166
OG_4202	Carub.0005s0643.1.p	AT3G27880.1	Aa31LG2G4860	CARHR149390.1	
OG_4203	Carub.0005s2855.1.p	AT3G61810.1	Aa31LG10G15800	CARHR172140.1	gene-TAV2_LOCUS16239
OG_4204	Carub.0005s2009.1.p	AT3G53510.1	Aa31LG10G9600	CARHR163410.1	
OG_4205	Carub.0005s1599.1.p Carub.0005s0959.1.p Carub.0005s1598.1.p	AT3G49640.1 AT3G49645.2	Aa31LG4G18110 Aa31LG4G18120	CARHR158670.1 CARHR158680.1	gene-TAV2_LOCUS13659 gene-TAV2_LOCUS15929
OG_4206	Carub.0005s1830.1.p	AT3G51950.3	Aa31LG10G7010	CARHR161580.1	gene-TAV2_LOCUS15431
OG_4207	Carub.0005s0604.1.p Carub.0005s0600.1.p	AT3G27570.1 AT3G27580.1	Aa31LG2G5090	CARHR148950.1 CARHR148960.1	gene-TAV2_LOCUS16387 gene-TAV2_LOCUS5703
OG_4208	Carub.0005s2621.1.p	AT3G59480.1	Aa31LG10G13800	CARHR169860.1	gene-TAV2_LOCUS16365
OG_4209	Carub.0005s0192.1.p	AT2G03070.1	Aa31LG2G7330	CARHR145470.1 CARHR213680.1	gene-TAV2_LOCUS8022
OG_4210	Carub.0005s0191.1.p	AT2G03060.2	Aa31LG2G7330	CARHR145430.1	gene-TAV2_LOCUS8027
OG_4211	Carub.0005s1533.1.p Carub.0005s1530.1.p			CARHR214990.1	gene-TAV2_LOCUS16210
OG_4212	Carub.0005s2713.1.p	AT3G60400.1	Aa31LG1G21790	CARHR170720.1	gene-TAV2_LOCUS4353
OG_4213	Carub.0005s2015.1.p	AT3G53580.1	Aa31LG5G22830	CARHR163490.1	gene-TAV2_LOCUS17035 gene-TAV2_LOCUS12695
