group_id	Aar.fa	Ath.fa	Chi.fa	Cru.fa	Tar.fa
8126	Aa31LG4G3530	AT1G73240.1	CARHR066250.1	Carub.0002s2004.1.p	gene-TAV2_LOCUS16567
8127	Aa31LG4G3580	AT1G73320.1	CARHR066370.1	Carub.0002s2007.1.p	gene-TAV2_LOCUS16250
8128	Aa31LG4G3610	AT1G73340.1	CARHR066390.1	Carub.0002s2008.1.p	gene-TAV2_LOCUS16251
8129	Aa31LG4G3630	AT1G73360.1	CARHR066410.1	Carub.0002s2010.1.p	gene-TAV2_LOCUS17188
8130	Aa31LG4G3640	AT1G73370.1	CARHR066420.1	Carub.0002s2011.1.p	gene-TAV2_LOCUS17187
8131	Aa31LG4G3650	AT1G73380.1	CARHR066430.1	Carub.0002s2012.1.p	gene-TAV2_LOCUS15736
8132	Aa31LG4G3680	AT1G73410.1	CARHR066470.1	Carub.0002s2016.1.p	gene-TAV2_LOCUS15734
8133	Aa31LG4G3710	AT1G73470.3	CARHR066500.1	Carub.0002s2020.1.p	gene-TAV2_LOCUS17570
8134	Aa31LG4G3720	AT1G73480.1	CARHR066510.1	Carub.0002s2021.1.p	gene-TAV2_LOCUS17590
8135	Aa31LG4G3780	AT1G73580.1	CARHR066600.1	Carub.0002s2032.1.p	gene-TAV2_LOCUS16887
8136	Aa31LG4G3790	AT1G73590.1	CARHR066610.1	Carub.0002s2033.1.p	gene-TAV2_LOCUS16888
8137	Aa31LG4G3800	AT1G73600.2	CARHR066620.1	Carub.0002s2034.1.p	gene-TAV2_LOCUS16889
8138	Aa31LG4G3930	AT1G65550.1	CARHR188030.1	Carub.0006s2324.1.p	gene-TAV2_LOCUS7365
8139	Aa31LG4G3940	AT1G73640.1	CARHR066700.1	Carub.0002s2038.1.p	gene-TAV2_LOCUS18017
8140	Aa31LG4G3970	AT1G73660.1	CARHR066730.1	Carub.0002s2041.1.p	gene-TAV2_LOCUS18015
8141	Aa31LG4G3980	AT1G73670.1	CARHR066740.1	Carub.0002s2042.1.p	gene-TAV2_LOCUS18014
8142	Aa31LG4G3990	AT1G73680.2	CARHR066750.1	Carub.0002s2043.1.p	gene-TAV2_LOCUS18020
8143	Aa31LG4G4020	AT1G18040.1	CARHR018630.1	Carub.0001s1772.1.p	gene-TAV2_LOCUS3122
8144	Aa31LG4G4030	AT1G73700.1	CARHR066770.1	Carub.0002s2045.1.p	gene-TAV2_LOCUS25096
8145	Aa31LG4G4040	AT1G73710.1	CARHR066780.1	Carub.0002s2046.1.p	gene-TAV2_LOCUS17486
8146	Aa31LG4G4070	AT1G73740.1	CARHR066810.1	Carub.0002s2049.1.p	gene-TAV2_LOCUS17490
8147	Aa31LG4G4080	AT1G73750.2	CARHR066820.1	Carub.0002s2050.1.p	gene-TAV2_LOCUS17488
8148	Aa31LG4G4090	AT1G73760.1	CARHR066830.1	Carub.0002s2051.1.p	gene-TAV2_LOCUS17493
8149	Aa31LG4G4100	AT1G73770.2	CARHR066840.1	Carub.0002s2052.1.p	gene-TAV2_LOCUS17494
8150	Aa31LG4G4110	AT1G73780.1	CARHR066860.1	Carub.0002s2053.1.p	gene-TAV2_LOCUS17491
8151	Aa31LG4G4120	AT1G73805.1	CARHR066870.1	Carub.0002s2055.1.p	gene-TAV2_LOCUS17492
8152	Aa31LG4G4130	AT1G73810.1	CARHR066890.1	Carub.0002s2056.1.p	gene-TAV2_LOCUS15457
8153	Aa31LG4G4150	AT1G73830.1	CARHR066920.1	Carub.0002s2059.1.p	gene-TAV2_LOCUS15459
8154	Aa31LG4G4160	AT1G73840.1	CARHR066930.1	Carub.0002s2060.1.p	gene-TAV2_LOCUS15458
8155	Aa31LG4G4170	AT1G73850.2	CARHR066950.1	Carub.0002s2061.1.p	gene-TAV2_LOCUS15461
8156	Aa31LG4G4180	AT1G73860.1	CARHR066960.1	Carub.0002s2062.1.p	gene-TAV2_LOCUS15460
8157	Aa31LG4G4200	AT1G73885.1	CARHR067000.1	Carub.0002s2066.1.p	gene-TAV2_LOCUS15462
8158	Aa31LG4G4220	AT1G73930.1	CARHR067040.1	Carub.0002s2070.1.p	gene-TAV2_LOCUS18294
8159	Aa31LG4G4230	AT1G73940.1	CARHR067050.1	Carub.0002s2071.1.p	gene-TAV2_LOCUS18286
8160	Aa31LG4G4240	AT1G73950.1	CARHR067060.1	Carub.0002s2072.1.p	gene-TAV2_LOCUS18287
8161	Aa31LG4G4250	AT1G73960.1	CARHR067070.1	Carub.0002s2073.1.p	gene-TAV2_LOCUS18288
8162	Aa31LG4G4270	AT1G73970.1	CARHR067090.1	Carub.0002s2075.1.p	gene-TAV2_LOCUS18289
8163	Aa31LG4G4300	AT1G73980.2	CARHR067110.1	Carub.0002s2076.1.p	gene-TAV2_LOCUS18121
8164	Aa31LG4G4310	AT1G73990.1	CARHR067120.1	Carub.0002s2077.1.p	gene-TAV2_LOCUS18290
8165	Aa31LG4G4330	AT1G74020.1	CARHR067160.1	Carub.0002s2081.1.p	gene-TAV2_LOCUS16329
8166	Aa31LG4G4340	AT1G74030.1	CARHR067170.1	Carub.0002s2082.1.p	gene-TAV2_LOCUS16328
8167	Aa31LG4G4380	AT1G74070.1	CARHR067230.1	Carub.0002s2087.1.p	gene-TAV2_LOCUS16325
8168	Aa31LG4G4390	AT1G74080.1	CARHR067240.1	Carub.0002s2088.1.p	gene-TAV2_LOCUS16324
8169	Aa31LG4G4420	AT1G74110.1	CARHR067270.1	Carub.0002s2091.1.p	gene-TAV2_LOCUS16323
8170	Aa31LG4G4500	AT1G74210.1	CARHR067470.1	Carub.0002s2100.1.p	gene-TAV2_LOCUS15951
8171	Aa31LG4G4540	AT1G74250.1	CARHR067510.1	Carub.0002s2104.1.p	gene-TAV2_LOCUS15952
8172	Aa31LG4G4560	AT1G74310.1	CARHR067570.1	Carub.0002s2109.1.p	gene-TAV2_LOCUS15948
8173	Aa31LG4G4570	AT1G74320.1	CARHR067580.1	Carub.0002s2110.1.p	gene-TAV2_LOCUS17131
8174	Aa31LG4G4610	AT1G74360.1	CARHR067620.1	Carub.0002s2113.1.p	gene-TAV2_LOCUS17129
8175	Aa31LG4G4630	AT1G74380.1	CARHR067640.1	Carub.0002s2115.1.p	gene-TAV2_LOCUS17463
8176	Aa31LG4G4640	AT1G74390.1	CARHR067650.1	Carub.0002s2116.1.p	gene-TAV2_LOCUS17126
8177	Aa31LG4G4660	AT1G74410.1	CARHR067670.1	Carub.0002s2118.1.p	gene-TAV2_LOCUS17125
8178	Aa31LG4G4670	AT1G74430.1	CARHR067700.1	Carub.0002s2120.1.p	gene-TAV2_LOCUS16097
8179	Aa31LG4G4690	AT1G74440.2	CARHR067710.1	Carub.0002s2121.1.p	gene-TAV2_LOCUS15281
8180	Aa31LG4G4710	AT1G74458.1	CARHR067730.1	Carub.0002s2125.1.p	gene-TAV2_LOCUS15296
8181	Aa31LG4G4720	AT1G74460.1	CARHR067740.1	Carub.0002s2126.1.p	gene-TAV2_LOCUS15297
8182	Aa31LG4G4730	AT1G74470.1	CARHR067750.1	Carub.0002s2127.1.p	gene-TAV2_LOCUS15298
8183	Aa31LG4G4740	AT1G74480.1	CARHR067760.1	Carub.0002s2128.1.p	gene-TAV2_LOCUS17190
8184	Aa31LG4G4750	AT1G74490.1	CARHR067770.1	Carub.0002s2129.1.p	gene-TAV2_LOCUS15293
8185	Aa31LG4G4780	AT1G74520.1	CARHR067800.1	Carub.0002s2132.1.p	gene-TAV2_LOCUS15295
8186	Aa31LG4G4830	AT1G74590.1	CARHR067880.1	Carub.0002s2138.1.p	gene-TAV2_LOCUS17920
8187	Aa31LG4G4840	AT1G74600.1	CARHR067890.1	Carub.0002s2139.1.p	gene-TAV2_LOCUS17922
8188	Aa31LG4G4850	AT1G74620.1	CARHR067900.1	Carub.0002s2140.1.p,Carub.0002s2141.1.p	*
8189	Aa31LG4G4870	AT1G74640.1	CARHR067910.1	Carub.0002s2143.1.p	gene-TAV2_LOCUS17921
8190	Aa31LG4G4880	AT1G74650.1	CARHR067940.1	Carub.0002s2144.1.p	gene-TAV2_LOCUS16056
8191	Aa31LG4G4900	AT1G74680.1	CARHR067970.1	Carub.0002s2146.1.p	gene-TAV2_LOCUS16060
8192	Aa31LG4G4910	AT1G74690.1	CARHR067980.1	Carub.0002s2148.1.p	gene-TAV2_LOCUS18227
8193	Aa31LG4G4920	AT1G74700.1	CARHR067990.1	Carub.0002s2149.1.p	gene-TAV2_LOCUS18226
8194	Aa31LG4G4940	AT1G74710.2	CARHR068010.1	Carub.0002s2150.1.p	gene-TAV2_LOCUS18225
8195	Aa31LG4G4960	AT1G74730.1	CARHR068050.1	Carub.0002s2152.1.p	gene-TAV2_LOCUS18224
8196	Aa31LG4G4970	AT1G74740.1	CARHR068040.1	Carub.0002s2153.1.p	gene-TAV2_LOCUS17866
8197	Aa31LG4G4980	AT1G74750.2	CARHR068060.1	Carub.0002s2154.1.p	gene-TAV2_LOCUS17865
8198	Aa31LG4G4990	AT1G74770.1	CARHR068070.1	Carub.0002s2155.1.p	gene-TAV2_LOCUS17051
8199	Aa31LG4G5000	AT1G74780.1	CARHR068080.1	Carub.0002s2156.1.p	gene-TAV2_LOCUS15945
8200	Aa31LG4G5010	AT1G74790.1	CARHR068090.1	Carub.0002s2157.1.p	gene-TAV2_LOCUS17052
8201	Aa31LG4G5030	AT1G74800.1	CARHR068120.1	Carub.0002s2158.1.p	gene-TAV2_LOCUS17054
8202	Aa31LG4G5040	AT1G74830.1	CARHR068140.1	Carub.0002s2161.1.p	gene-TAV2_LOCUS17056
8203	Aa31LG4G5050	AT1G74840.1	CARHR068150.1	Carub.0002s2162.1.p	gene-TAV2_LOCUS17057
8204	Aa31LG4G5060	AT1G74850.1	CARHR068160.1	Carub.0002s2163.1.p	gene-TAV2_LOCUS17058
8205	Aa31LG4G5070	AT1G74860.1	CARHR068180.1	Carub.0002s2164.1.p	gene-TAV2_LOCUS17059
8206	Aa31LG4G5090	AT1G74870.1	CARHR068190.1	Carub.0002s2165.1.p	gene-TAV2_LOCUS15795
8207	Aa31LG4G5100	AT1G74880.1	CARHR068200.1	Carub.0002s2167.1.p	gene-TAV2_LOCUS15794
8208	Aa31LG4G5120	AT1G74910.1	CARHR068230.1	Carub.0002s2170.1.p	gene-TAV2_LOCUS15790
8209	Aa31LG4G5130	AT1G74920.1	CARHR068240.1	Carub.0002s2171.1.p	gene-TAV2_LOCUS15793
8210	Aa31LG4G5150	AT1G74940.1	CARHR068260.1	Carub.0002s2173.1.p	gene-TAV2_LOCUS15792
8211	Aa31LG4G5160	AT1G74950.1	CARHR068270.1	Carub.0002s2174.1.p	gene-TAV2_LOCUS15787
8212	Aa31LG4G5170	AT1G74960.2	CARHR068280.1	Carub.0002s2175.1.p	gene-TAV2_LOCUS15786
8213	Aa31LG4G5200	AT1G74970.1	CARHR068290.1	Carub.0002s2176.1.p	gene-TAV2_LOCUS15789
8214	Aa31LG4G5220	AT1G75000.1	CARHR068310.1	Carub.0002s2178.1.p	gene-TAV2_LOCUS17784
8215	Aa31LG4G5230	AT1G75010.1	CARHR068320.1	Carub.0002s2179.1.p	gene-TAV2_LOCUS17785
8216	Aa31LG4G5280	AT1G75080.2	CARHR068400.1	Carub.0002s2186.1.p	gene-TAV2_LOCUS17778
8217	Aa31LG4G5290	AT1G75090.1	CARHR068410.1	Carub.0002s2187.1.p	gene-TAV2_LOCUS17779
8218	Aa31LG4G5300	AT1G75100.1	CARHR068420.1	Carub.0002s2188.1.p	gene-TAV2_LOCUS17565
8219	Aa31LG4G5330	AT1G75130.1	CARHR068460.1	Carub.0002s2194.1.p	gene-TAV2_LOCUS17566
8220	Aa31LG4G5340	AT1G75150.3	CARHR068480.1	Carub.0002s2196.1.p	gene-TAV2_LOCUS16638
8221	Aa31LG4G5350	AT1G75160.1	CARHR068490.1	Carub.0002s2197.1.p	gene-TAV2_LOCUS16637
8222	Aa31LG4G5370	AT1G75170.1	CARHR068500.1	Carub.0002s2198.1.p	gene-TAV2_LOCUS16642
8223	Aa31LG4G5380	AT1G75180.3	CARHR068510.1	Carub.0002s2199.1.p	gene-TAV2_LOCUS16641
8224	Aa31LG4G5410	AT1G75200.1	CARHR068530.1	Carub.0002s2201.1.p	gene-TAV2_LOCUS16640
8225	Aa31LG4G5430	AT1G75210.1	CARHR068540.1	Carub.0002s2203.1.p	gene-TAV2_LOCUS15409
8226	Aa31LG4G5450	AT1G75220.1	CARHR068550.1	Carub.0002s2204.1.p	gene-TAV2_LOCUS15413
8227	Aa31LG4G5460	AT1G75230.2	CARHR068560.1	Carub.0002s2205.1.p	gene-TAV2_LOCUS15414
8228	Aa31LG4G5470	AT1G75240.1	CARHR068570.1	Carub.0002s2206.1.p	gene-TAV2_LOCUS15415
8229	Aa31LG4G5530	AT1G75310.2	CARHR068660.1	Carub.0002s2215.1.p	gene-TAV2_LOCUS17318
8230	Aa31LG4G5540	AT1G75330.1	CARHR068670.1	Carub.0002s2216.1.p	gene-TAV2_LOCUS17317
8231	Aa31LG4G5550	AT1G75340.1	CARHR068690.1	Carub.0002s2218.1.p	gene-TAV2_LOCUS17319
8232	Aa31LG4G5560	AT1G75350.1	CARHR068700.1	Carub.0002s2219.1.p	gene-TAV2_LOCUS15442
8233	Aa31LG4G5590	AT1G75380.2	CARHR068740.1	Carub.0002s2222.1.p	gene-TAV2_LOCUS17321
8234	Aa31LG4G5610	AT1G75400.1	CARHR068780.1	Carub.0002s2227.1.p	gene-TAV2_LOCUS17323
8235	Aa31LG4G5620	AT1G75410.2	CARHR068790.1	Carub.0002s2228.1.p	gene-TAV2_LOCUS17322
8236	Aa31LG4G5630	AT1G75420.1	CARHR068810.1	Carub.0002s2229.1.p	gene-TAV2_LOCUS16171
8237	Aa31LG4G5640	AT1G75430.1	CARHR068830.1	Carub.0002s2231.1.p	gene-TAV2_LOCUS16172
8238	Aa31LG4G5660	AT1G75450.1	CARHR068850.1	Carub.0002s2233.1.p	gene-TAV2_LOCUS17910
8239	Aa31LG4G5700	AT1G19740.1	CARHR020270.1	Carub.0001s1929.1.p	gene-TAV2_LOCUS2120
8240	Aa31LG4G5730	AT1G75490.1	CARHR068890.1	Carub.0002s2235.1.p	gene-TAV2_LOCUS17906
8241	Aa31LG4G5740	AT1G75500.1	CARHR068900.1	Carub.0002s2236.1.p	gene-TAV2_LOCUS17918
8242	Aa31LG4G5750	AT1G75510.1	CARHR068910.1	Carub.0002s2237.1.p	gene-TAV2_LOCUS17919
8243	Aa31LG4G5770	AT1G75540.1	CARHR068940.1	Carub.0002s2240.1.p	gene-TAV2_LOCUS18105
8244	Aa31LG4G5780	AT1G45545.2	CARHR036470.1	Carub.0001s3576.1.p	gene-TAV2_LOCUS3865
8245	Aa31LG4G5790	AT1G45474.2	CARHR036460.1	Carub.0001s3575.1.p	gene-TAV2_LOCUS3867
8246	Aa31LG4G5800	AT1G75560.2	CARHR068960.1	Carub.0002s2242.1.p	gene-TAV2_LOCUS18104
8247	Aa31LG4G5810	AT1G75580.1	CARHR068970.1	Carub.0002s2243.1.p	gene-TAV2_LOCUS18111
8248	Aa31LG4G5850	AT4G29860.1	CARHR237760.1	Carub.0004s1477.1.p	gene-TAV2_LOCUS24637
8249	Aa31LG4G5890	AT1G75670.2	CARHR069060.1	Carub.0002s2250.1.p	gene-TAV2_LOCUS18107
8250	Aa31LG4G5900	AT1G75680.1	CARHR069070.1	Carub.0002s2251.1.p	gene-TAV2_LOCUS18106
8251	Aa31LG4G5920	AT1G75690.1	CARHR069090.1	Carub.0002s2253.1.p	gene-TAV2_LOCUS16962
8252	Aa31LG4G5930	AT1G75710.1	CARHR069110.1	Carub.0002s2255.1.p	gene-TAV2_LOCUS16955
8253	Aa31LG4G5940	AT1G75717.1	CARHR069120.1	Carub.0002s2256.1.p	gene-TAV2_LOCUS16956
8254	Aa31LG4G5950	AT1G75720.1	CARHR069130.1	Carub.0002s2257.1.p	gene-TAV2_LOCUS16957
8255	Aa31LG4G5960	AT1G75730.1	CARHR069140.1	Carub.0002s2258.1.p	gene-TAV2_LOCUS16958
8256	Aa31LG4G5970	AT1G75750.1	CARHR069150.1	Carub.0002s2259.1.p	gene-TAV2_LOCUS16959
8257	Aa31LG4G5980	AT1G75760.1	CARHR069170.1	Carub.0002s2260.1.p	gene-TAV2_LOCUS16960
8258	Aa31LG4G5990	AT1G75790.1	CARHR069210.1	Carub.0002s2264.1.p	gene-TAV2_LOCUS18067
8259	Aa31LG4G6010	AT1G75810.1	CARHR069230.1	Carub.0002s2266.1.p	gene-TAV2_LOCUS1740
8260	Aa31LG4G6020	AT1G75820.1	CARHR069240.1	Carub.0002s2267.1.p	gene-TAV2_LOCUS18065
8261	Aa31LG4G6050	AT1G75850.1	CARHR069400.1	Carub.0002s2276.1.p	gene-TAV2_LOCUS17662
8262	Aa31LG4G6060	AT1G75860.2	CARHR069410.1	Carub.0002s2277.1.p	gene-TAV2_LOCUS17661
8263	Aa31LG4G6080	AT1G20110.1	CARHR020600.1	Carub.0001s1964.1.p	gene-TAV2_LOCUS566
8264	Aa31LG4G6090	AT1G75880.1	CARHR069430.1	Carub.0002s2279.1.p	gene-TAV2_LOCUS16114
8265	Aa31LG4G6100	AT1G75900.1	CARHR069450.1	Carub.0002s2281.1.p	gene-TAV2_LOCUS16116
8266	Aa31LG4G6130	AT1G75980.1	CARHR069510.1	Carub.0002s2287.1.p	gene-TAV2_LOCUS17253
8267	Aa31LG4G6150	AT1G76020.1	CARHR069550.1	Carub.0002s2290.1.p	gene-TAV2_LOCUS17250
8268	Aa31LG4G6170	AT1G76060.1	CARHR069600.1	Carub.0002s2294.1.p	gene-TAV2_LOCUS15247
8269	Aa31LG4G6180	AT1G76065.1	CARHR069590.1	Carub.0002s2295.1.p	gene-TAV2_LOCUS7121
8270	Aa31LG4G6200	AT1G76080.1	CARHR069620.1	Carub.0002s2297.1.p	gene-TAV2_LOCUS15250
8271	Aa31LG4G6230	AT1G76110.1	CARHR069650.1	Carub.0002s2299.1.p	gene-TAV2_LOCUS15249
8272	Aa31LG4G6240	AT1G76120.1	CARHR069660.1	Carub.0002s2300.1.p	gene-TAV2_LOCUS15255
8273	Aa31LG4G6250	AT1G76130.2	CARHR069670.1	Carub.0002s2301.1.p	gene-TAV2_LOCUS15254
8274	Aa31LG4G6260	AT1G76140.1	CARHR069690.1	Carub.0002s2303.1.p	gene-TAV2_LOCUS15253
8275	Aa31LG4G6270	AT1G76150.1	CARHR069700.1	Carub.0002s2304.1.p	gene-TAV2_LOCUS15252
8276	Aa31LG4G6280	AT1G76160.1	CARHR069710.1	Carub.0002s2305.1.p	gene-TAV2_LOCUS16485
8277	Aa31LG4G6290	AT1G76180.1	CARHR069730.1	Carub.0002s2307.1.p	gene-TAV2_LOCUS17224
8278	Aa31LG4G6300	AT1G76200.1	CARHR069760.1	Carub.0002s2310.1.p	gene-TAV2_LOCUS16296
8279	Aa31LG4G6340	AT1G76250.1	CARHR069810.1	Carub.0002s2314.1.p	gene-TAV2_LOCUS17223
8280	Aa31LG4G6350	AT1G76260.1	CARHR069820.1	Carub.0002s2315.1.p	gene-TAV2_LOCUS17207
8281	Aa31LG4G6370	AT1G76280.5	CARHR069840.1	Carub.0002s2317.1.p	gene-TAV2_LOCUS17205
8282	Aa31LG4G6380	AT1G76290.1	CARHR048310.1	Carub.0002s2318.1.p	gene-TAV2_LOCUS17206
8283	Aa31LG4G6390	AT1G20580.1	CARHR021050.1	Carub.0001s2007.1.p	gene-TAV2_LOCUS2280
8284	Aa31LG4G6400	AT1G76310.3	CARHR069870.1	Carub.0002s2321.1.p	gene-TAV2_LOCUS17336
8285	Aa31LG4G6410	AT1G76320.1	CARHR069880.1	Carub.0002s2322.1.p	gene-TAV2_LOCUS17334
8286	Aa31LG4G6430	AT1G76350.1	CARHR069900.1	Carub.0002s2324.1.p	gene-TAV2_LOCUS17335
8287	Aa31LG4G6460	AT1G76390.2	CARHR069940.1	Carub.0002s2329.1.p	gene-TAV2_LOCUS17332
8288	Aa31LG4G6470	AT1G76400.1	CARHR069950.1	Carub.0002s2330.1.p	gene-TAV2_LOCUS15645
8289	Aa31LG4G6500	AT1G76420.1	CARHR069980.1	Carub.0002s2333.1.p	gene-TAV2_LOCUS15637
8290	Aa31LG4G6510	AT1G76430.1	CARHR069990.1	Carub.0002s2334.1.p	gene-TAV2_LOCUS15638
8291	Aa31LG4G6520	AT1G76440.1	CARHR070000.1	Carub.0002s2335.1.p	gene-TAV2_LOCUS15639
8292	Aa31LG4G6540	AT1G76450.1	CARHR070010.1	Carub.0002s2337.1.p	gene-TAV2_LOCUS15641
8293	Aa31LG4G6550	AT1G76460.1	CARHR070020.1	Carub.0002s2338.1.p	gene-TAV2_LOCUS15642
8294	Aa31LG4G6560,Aa31LG4G6570	AT1G76470.1	CARHR070030.1	Carub.0002s2339.1.p	*
8295	Aa31LG4G6580	AT1G76490.1	CARHR070040.1	Carub.0002s2340.1.p	gene-TAV2_LOCUS15644
8296	Aa31LG4G6590	AT1G20900.1	CARHR021330.1	Carub.0001s2037.1.p	gene-TAV2_LOCUS3918
8297	Aa31LG4G6660	AT1G76560.1	CARHR070110.1	Carub.0002s2347.1.p	gene-TAV2_LOCUS16824
8298	Aa31LG4G6670	AT1G76570.1	CARHR070120.1	Carub.0002s0674.1.p	gene-TAV2_LOCUS16823
8299	Aa31LG4G6680	AT1G76580.1	CARHR070130.1	*	gene-TAV2_LOCUS16822,gene-TAV2_LOCUS16821
8300	Aa31LG4G6690	AT1G76590.1	CARHR070140.1	Carub.0002s2348.1.p	gene-TAV2_LOCUS16820
8301	Aa31LG4G6720	AT1G76630.2	CARHR070190.1	Carub.0002s2353.1.p	gene-TAV2_LOCUS17961
8302	Aa31LG4G6730	AT5G13760.1	CARHR199680.1	Carub.0006s1194.1.p	gene-TAV2_LOCUS18567
8303	Aa31LG4G6740	AT5G60900.1	CARHR274580.1	Carub.0007s2886.1.p	gene-TAV2_LOCUS6850
8304	Aa31LG4G6760	AT1G76660.1	CARHR070220.1	Carub.0002s2356.1.p	gene-TAV2_LOCUS15715
8305	Aa31LG4G6770	AT1G76670.2	CARHR070230.1	Carub.0002s2357.1.p	gene-TAV2_LOCUS16316
8306	Aa31LG4G6780	AT1G76700.1	CARHR070240.1	Carub.0002s2360.1.p	gene-TAV2_LOCUS16315
8307	Aa31LG4G6790	AT1G76710.3	CARHR070260.1	Carub.0002s2362.1.p	gene-TAV2_LOCUS16319
8308	Aa31LG4G6800	AT1G76730.1	CARHR070270.1	Carub.0002s2364.1.p	gene-TAV2_LOCUS16317
8309	Aa31LG4G6810	AT1G76740.1	CARHR070280.1	Carub.0002s2365.1.p	gene-TAV2_LOCUS16318
8310	Aa31LG4G6830	AT1G76760.1	CARHR070300.1	Carub.0002s2367.1.p	gene-TAV2_LOCUS17006
8311	Aa31LG4G6840	AT1G76770.1	CARHR070310.1	Carub.0002s2368.1.p	gene-TAV2_LOCUS17005
8312	Aa31LG4G6900	AT1G76860.1	CARHR070370.1	Carub.0002s2374.1.p	gene-TAV2_LOCUS17011
8313	Aa31LG4G6920	AT1G76880.1	CARHR070390.1	Carub.0002s2375.1.p	gene-TAV2_LOCUS17010
8314	Aa31LG4G6930	AT1G76890.2	CARHR070400.1	Carub.0002s2376.1.p	gene-TAV2_LOCUS17012
8315	Aa31LG4G6940	AT1G76900.1	CARHR070410.1	Carub.0002s2377.1.p	gene-TAV2_LOCUS15318
8316	Aa31LG4G6980	AT1G76950.1	CARHR070450.1	Carub.0002s2381.1.p	gene-TAV2_LOCUS16694
8317	Aa31LG4G7020	AT3G21260.3	CARHR097160.1	Carub.0003s2124.1.p	gene-TAV2_LOCUS8862
8318	Aa31LG4G7030	AT1G76980.1	CARHR070490.1	Carub.0002s2388.1.p	gene-TAV2_LOCUS16693
8319	Aa31LG4G7050	AT1G77010.1	CARHR070520.1	Carub.0002s2393.1.p	gene-TAV2_LOCUS15256
8320	Aa31LG4G7060	AT1G76990.3	CARHR070530.1	Carub.0002s2391.1.p	gene-TAV2_LOCUS15979
8321	Aa31LG4G7080	AT1G77020.1	CARHR070550.1	Carub.0002s2394.1.p	gene-TAV2_LOCUS17904
8322	Aa31LG4G7120	AT1G77090.1	CARHR070570.1	Carub.0002s2397.1.p	gene-TAV2_LOCUS17902
8323	Aa31LG4G7130	AT1G77100.1	CARHR070580.1	Carub.0002s2398.1.p	gene-TAV2_LOCUS17899
8324	Aa31LG4G7140	AT1G77110.1	CARHR070590.1	Carub.0002s2399.1.p	gene-TAV2_LOCUS18148
8325	Aa31LG4G7190	AT1G77180.2	CARHR070650.1	Carub.0002s2406.1.p	gene-TAV2_LOCUS18153
8326	Aa31LG4G7210	AT1G77210.1	CARHR070680.1	Carub.0002s2408.1.p	gene-TAV2_LOCUS18152
8327	Aa31LG4G7220	AT1G77220.1	CARHR070690.1	Carub.0002s2409.1.p	gene-TAV2_LOCUS18151
8328	Aa31LG4G7240	AT1G77250.1	CARHR070720.1	Carub.0002s2412.1.p	gene-TAV2_LOCUS18150
8329	Aa31LG4G7260	AT1G77260.1	CARHR070730.1	Carub.0002s2414.1.p	gene-TAV2_LOCUS18149
8330	Aa31LG4G7280	AT1G77270.2	CARHR070750.1	Carub.0002s2415.1.p	gene-TAV2_LOCUS17456
8331	Aa31LG4G7290	AT1G77280.2	CARHR070770.1	Carub.0002s2416.1.p	gene-TAV2_LOCUS16984
8332	Aa31LG4G7310	AT1G77300.1	CARHR070780.1	Carub.0002s2418.1.p	gene-TAV2_LOCUS16752
8333	Aa31LG4G7350	AT1G77320.3	CARHR070810.1	Carub.0002s2420.1.p	gene-TAV2_LOCUS16979
8334	Aa31LG4G7360	AT1G77330.1	CARHR070820.1	Carub.0002s2421.1.p	gene-TAV2_LOCUS16980
8335	Aa31LG4G7370	AT1G77350.1	CARHR070830.1	Carub.0002s2423.1.p	gene-TAV2_LOCUS1985
8336	Aa31LG4G7380	AT1G77360.1	CARHR070840.1	Carub.0002s2424.1.p	gene-TAV2_LOCUS17833
8337	Aa31LG4G7410	AT1G77390.1	CARHR070870.1	Carub.0002s2428.1.p	gene-TAV2_LOCUS16982
8338	Aa31LG4G7450	AT1G77450.1	CARHR070970.1	Carub.0002s2434.1.p	gene-TAV2_LOCUS16741
8339	Aa31LG4G7470	AT1G77460.3	CARHR070980.1	Carub.0002s2435.1.p	gene-TAV2_LOCUS17365
8340	Aa31LG4G7480	AT1G77470.1	CARHR070990.1	Carub.0002s2436.1.p	gene-TAV2_LOCUS17364
8341	Aa31LG4G7490	AT1G77480.1	CARHR071000.1	Carub.0002s2437.1.p	gene-TAV2_LOCUS17366
8342	Aa31LG4G7500	AT1G77490.1	CARHR071010.1	Carub.0002s2438.1.p	gene-TAV2_LOCUS17369
8343	Aa31LG4G7510	AT1G77500.1	CARHR071020.1	Carub.0002s2439.1.p	gene-TAV2_LOCUS17368
8344	Aa31LG4G7540	AT1G77510.1	CARHR071030.1	Carub.0002s2440.1.p	gene-TAV2_LOCUS17371
8345	Aa31LG4G7630	AT1G77540.1	CARHR071070.1	Carub.0002s2444.1.p	gene-TAV2_LOCUS18120
8346	Aa31LG4G7690	AT1G77580.3	CARHR071090.1	Carub.0002s2447.1.p	gene-TAV2_LOCUS16204
8347	Aa31LG4G7700	AT1G77590.1	CARHR071100.1	Carub.0002s2448.1.p	gene-TAV2_LOCUS16205
8348	Aa31LG4G7710	AT1G77600.3	CARHR071110.1	Carub.0002s2449.1.p	gene-TAV2_LOCUS16203
8349	Aa31LG4G7720	AT1G77610.1	CARHR071120.1	Carub.0002s2450.1.p	gene-TAV2_LOCUS16208
8350	Aa31LG4G7730	AT1G77620.1	CARHR071130.1	Carub.0002s2451.1.p	gene-TAV2_LOCUS16209
